<<DATA:1140,827,-10,35,1,NNE,27.51,100460.86,72.20,0.03,0.18,0.89,-6.37,106.80,99.30,-88>>
<<DATA:1126,830,7,36,1,NNE,27.52,100461.94,72.11,0.04,0.16,0.88,-6.37,106.80,99.80,-86>>
<<DATA:1147,842,2,36,1,NNE,27.52,100463.34,71.99,0.04,0.16,0.88,-6.37,106.80,99.70,-81>>
<<DATA:1145,835,7,36,1,NNE,27.53,100465.27,71.83,0.04,0.16,0.88,-6.37,106.80,99.70,-83>>
<<DATA:1145,835,7,36,1,NNE,27.53,100465.80,71.78,0.04,0.16,0.88,-6.37,106.80,99.70,-84>>
<<DATA:1131,840,-2,36,1,NNE,27.54,100464.67,72.09,0.04,0.16,0.89,-6.37,106.80,99.70,-81>>
<<DATA:1136,837,0,36,1,NNE,27.53,100463.22,72.00,0.04,0.16,0.88,-6.37,106.80,99.70,-81>>
<<DATA:1147,840,7,36,1,NNE,27.53,100463.92,71.94,0.04,0.17,0.88,-6.37,106.80,99.70,-86>>
<<DATA:1131,830,-5,36,1,NNE,27.54,100465.70,71.79,0.04,0.17,0.89,-6.37,106.80,99.70,-86>>
<<DATA:1142,825,-5,35,1,NNE,27.54,100466.23,71.75,0.04,0.17,0.88,-6.37,106.80,98.30,-86>>
<<DATA:1136,825,-2,35,1,NNE,27.55,100466.94,71.69,0.03,0.17,0.88,-6.37,106.80,98.30,-86>>
<<DATA:1140,830,0,36,1,NNE,27.55,100467.30,71.66,0.04,0.16,0.88,-6.37,106.80,98.30,-85>>
<<DATA:1140,835,-2,36,1,NNE,27.55,100467.84,71.61,0.04,0.16,0.87,-6.37,106.80,97.40,-85>>
<<DATA:1145,832,-20,36,1,NNE,27.55,100468.38,71.57,0.04,0.17,0.87,-6.37,106.80,97.10,-86>>
<<DATA:1145,840,7,36,1,NNE,27.55,100468.20,71.64,0.03,0.16,0.88,-6.37,106.80,96.80,-82>>
<<DATA:1147,840,0,36,1,NNE,27.55,100467.84,71.74,0.04,0.19,0.90,-6.37,106.80,96.80,-84>>
<<DATA:1133,832,5,36,1,NNE,27.59,100471.41,71.31,0.03,0.17,0.88,-6.37,106.80,96.80,-83>>
<<DATA:1147,821,0,35,1,NNE,27.59,100470.22,71.53,0.04,0.17,0.88,-6.37,106.80,93.90,-83>>
<<DATA:1145,832,2,36,1,NNE,27.59,100468.64,71.65,0.03,0.18,0.89,-6.37,106.80,93.90,-83>>
<<DATA:1145,837,-12,36,1,NNE,27.60,100473.00,71.18,0.03,0.16,0.88,-6.37,106.80,93.90,-84>>
<<DATA:1131,835,-17,36,1,NNE,27.60,100473.34,71.15,0.03,0.16,0.87,-6.37,106.80,95.80,-83>>
<<DATA:1136,821,-15,35,1,NNE,27.60,100473.51,71.14,0.04,0.16,0.87,-6.37,106.80,95.80,-83>>
<<DATA:1136,835,5,36,1,NNE,27.60,100473.68,71.12,0.04,0.17,0.88,-6.37,106.80,95.80,-82>>
<<DATA:1152,830,-2,35,1,NNE,27.60,100473.84,71.11,0.04,0.16,0.87,-6.37,106.80,95.70,-85>>
<<DATA:1155,830,0,35,1,NNE,27.60,100474.00,71.66,0.04,0.16,0.89,-6.37,106.80,95.70,-84>>
<<DATA:1142,837,2,36,1,NNE,27.57,100468.02,71.60,0.04,0.17,0.88,-6.37,106.80,95.70,-84>>
<<DATA:1160,847,5,36,1,NNE,27.58,100468.89,71.52,0.04,0.17,0.88,-6.37,106.80,95.70,-85>>
<<DATA:1142,835,5,36,1,NNE,27.58,100469.42,71.48,0.03,0.16,0.88,-6.37,106.80,95.70,-85>>
<<DATA:1152,832,2,35,1,NNE,27.58,100470.13,71.42,0.04,0.17,0.88,-6.37,106.80,95.70,-86>>
<<DATA:1145,837,-2,36,1,NNE,27.58,100470.48,71.39,0.04,0.17,0.89,-6.37,106.80,95.70,-92>>
<<DATA:1145,842,2,36,1,NNE,27.59,100470.35,71.55,0.04,0.17,0.88,-6.37,106.80,95.50,-81>>
<<DATA:1150,832,-2,35,1,NNE,27.58,100469.09,71.62,0.03,0.17,0.88,-6.37,106.80,95.50,-96>>
<<DATA:1142,837,-10,36,1,NNE,27.57,100466.80,71.70,0.03,0.17,0.89,-6.37,106.80,95.50,-96>>
<<DATA:1147,830,7,35,1,NNE,27.57,100467.50,71.64,0.04,0.16,0.88,-6.37,106.80,95.50,-95>>
<<DATA:1131,837,-12,36,1,NNE,27.58,100468.57,71.55,0.03,0.17,0.88,-6.37,106.80,95.50,-95>>
